Campo,Formato,Ejemplo,Valor por defecto o respuesta,,,,,
12/09/2022,desc 901,ARS,625,Gasto,Falso,Recreación,,nota 901
18/08/2020,desc 902,ARS,510,Ingreso,,Deporte,,nota 902
17/05/2020,desc 903,ARS,865,Gasto,Verdadero,Vivienda,reparaciones,nota 903
20/03/2022,desc 904,ARS,312,Gasto,Falso,Belleza,peluquero; manicura,nota 904
21/08/2022,desc 905,USD,771,Gasto,,Educación,universidad; postgrado,nota 905
02/08/2020,desc 906,ARS,721,Gasto,Verdadero,Vehículo,mecanico,nota 906
01/06/2020,desc 907,ARS,484,Gasto,Falso,Transporte,sube,nota 907
04/10/2020,desc 908,ARS,269,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 908
09/08/2021,desc 909,ARS,836,Ingreso,Verdadero,Recreación,,nota 909
24/04/2022,desc 910,USD,653,Gasto,Falso,Deporte,,nota 910
21/06/2020,desc 911,ARS,74,Gasto,Verdadero,Vivienda,reparaciones,nota 911
25/05/2021,desc 912,ARS,253,Gasto,,Belleza,peluquero; manicura,nota 912
07/04/2022,desc 913,ARS,542,Gasto,Falso,Educación,universidad; postgrado,nota 913
01/03/2022,desc 914,ARS,602,Gasto,Verdadero,Vehículo,mecanico,nota 914
04/07/2021,desc 915,ARS,667,Gasto,,Transporte,sube,nota 915
28/08/2021,desc 916,ARS,436,Ingreso,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 916
28/07/2020,desc 917,ARS,996,Gasto,Verdadero,Recreación,,nota 917
26/08/2020,desc 918,USD,405,Gasto,Falso,Deporte,,nota 918
04/02/2020,desc 919,ARS,100,Gasto,,Vivienda,reparaciones,nota 919
27/09/2022,desc 920,ARS,457,Gasto,Verdadero,Belleza,peluquero; manicura,nota 920
11/03/2020,desc 921,ARS,718,Gasto,Falso,Educación,universidad; postgrado,nota 921
25/06/2021,desc 922,ARS,821,Gasto,,Vehículo,mecanico,nota 922
04/01/2022,desc 923,USD,340,Ingreso,Verdadero,Transporte,sube,nota 923
26/08/2020,desc 924,ARS,256,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 924
15/07/2020,desc 925,ARS,7,Gasto,Falso,Recreación,,nota 925
16/12/2021,desc 926,ARS,336,Gasto,Verdadero,Deporte,,nota 926
23/05/2020,desc 927,ARS,502,Gasto,Falso,Vivienda,reparaciones,nota 927
05/11/2020,desc 928,ARS,365,Gasto,Verdadero,Belleza,peluquero; manicura,nota 928
26/09/2021,desc 929,ARS,698,Gasto,,Educación,universidad; postgrado,nota 929
18/12/2022,desc 930,ARS,644,Ingreso,Verdadero,Vehículo,mecanico,nota 930
18/12/2022,desc 931,USD,795,Gasto,Verdadero,Transporte,sube,nota 931
10/11/2022,desc 932,ARS,160,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 932
15/10/2020,desc 933,ARS,810,Gasto,Falso,Recreación,,nota 933
09/07/2020,desc 934,ARS,884,Gasto,Verdadero,Deporte,,nota 934
11/06/2022,desc 935,ARS,391,Gasto,Falso,Vivienda,reparaciones,nota 935
28/08/2020,desc 936,USD,242,Gasto,,Belleza,peluquero; manicura,nota 936
23/02/2021,desc 937,ARS,872,Ingreso,Verdadero,Educación,universidad; postgrado,nota 937
21/05/2022,desc 938,ARS,565,Gasto,Falso,Vehículo,mecanico,nota 938
13/05/2020,desc 939,ARS,199,Gasto,,Transporte,sube,nota 939
16/10/2020,desc 940,ARS,383,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 940
14/05/2022,desc 941,ARS,713,Gasto,Falso,Recreación,,nota 941
14/02/2020,desc 942,ARS,989,Gasto,Falso,Deporte,,nota 942
06/07/2021,desc 943,ARS,872,Gasto,Verdadero,Vivienda,reparaciones,nota 943
21/02/2021,desc 944,USD,255,Ingreso,Falso,Belleza,peluquero; manicura,nota 944
24/08/2021,desc 945,ARS,349,Gasto,Verdadero,Educación,universidad; postgrado,nota 945
10/02/2021,desc 946,ARS,908,Gasto,,Vehículo,mecanico,nota 946
25/11/2020,desc 947,ARS,883,Gasto,Falso,Transporte,sube,nota 947
28/01/2020,desc 948,ARS,426,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 948
16/06/2021,desc 949,USD,155,Gasto,,Recreación,,nota 949
28/10/2020,desc 950,ARS,77,Gasto,Falso,Deporte,,nota 950
10/07/2022,desc 951,ARS,446,Ingreso,Verdadero,Vivienda,reparaciones,nota 951
09/07/2022,desc 952,ARS,2,Gasto,Falso,Belleza,peluquero; manicura,nota 952
24/09/2022,desc 953,ARS,921,Gasto,,Educación,universidad; postgrado,nota 953
25/07/2020,desc 954,ARS,374,Gasto,Verdadero,Vehículo,mecanico,nota 954
11/07/2021,desc 955,ARS,138,Gasto,Falso,Transporte,sube,nota 955
25/11/2021,desc 956,ARS,600,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 956
01/07/2020,desc 957,USD,535,Gasto,Verdadero,Recreación,,nota 957
04/02/2021,desc 958,ARS,134,Ingreso,Falso,Deporte,,nota 958
12/02/2022,desc 959,ARS,524,Gasto,Falso,Vivienda,reparaciones,nota 959
14/08/2020,desc 960,ARS,298,Gasto,Verdadero,Belleza,peluquero; manicura,nota 960
26/06/2021,desc 961,ARS,962,Gasto,Falso,Educación,universidad; postgrado,nota 961
22/01/2020,desc 962,USD,403,Gasto,Verdadero,Vehículo,mecanico,nota 962
17/12/2020,desc 963,ARS,805,Gasto,,Transporte,sube,nota 963
25/02/2020,desc 964,ARS,577,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 964
06/03/2021,desc 965,ARS,935,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 965
20/01/2022,desc 966,ARS,889,Gasto,,Recreación,,nota 966
27/01/2021,desc 967,ARS,464,Gasto,Verdadero,Deporte,,nota 967
16/11/2020,desc 968,ARS,293,Ingreso,Verdadero,Vivienda,reparaciones,nota 968
11/01/2020,desc 969,USD,248,Gasto,Verdadero,Belleza,peluquero; manicura,nota 969
20/02/2022,desc 970,ARS,481,Gasto,Falso,Educación,universidad; postgrado,nota 970
07/05/2022,desc 971,ARS,178,Gasto,Verdadero,Vehículo,mecanico,nota 971
28/05/2020,desc 972,ARS,150,Gasto,Falso,Transporte,sube,nota 972
23/06/2021,desc 973,ARS,838,Gasto,,Viajes,Vacaciones 2022; gente del trabajo,nota 973
12/10/2022,desc 974,ARS,345,Gasto,Verdadero,Recreación,,nota 974
03/01/2022,desc 975,ARS,799,Ingreso,Falso,Deporte,,nota 975
26/08/2022,desc 976,ARS,233,Gasto,,Vivienda,reparaciones,nota 976
01/08/2022,desc 977,USD,913,Gasto,Verdadero,Belleza,peluquero; manicura,nota 977
23/09/2020,desc 978,ARS,777,Gasto,Falso,Educación,universidad; postgrado,nota 978
06/12/2021,desc 979,ARS,29,Gasto,Falso,Vehículo,mecanico,nota 979
18/06/2020,desc 980,ARS,641,Gasto,Verdadero,Transporte,sube,nota 980
20/06/2021,desc 981,ARS,196,Gasto,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 981
04/04/2022,desc 982,USD,174,Ingreso,Verdadero,Recreación,,nota 982
24/10/2022,desc 983,ARS,557,Gasto,,Deporte,,nota 983
24/02/2021,desc 984,ARS,435,Gasto,Falso,Vivienda,reparaciones,nota 984
07/02/2020,desc 985,ARS,28,Gasto,Verdadero,Belleza,peluquero; manicura,nota 985
19/03/2022,desc 986,ARS,733,Gasto,,Educación,universidad; postgrado,nota 986
27/05/2020,desc 987,ARS,766,Gasto,Falso,Vehículo,mecanico,nota 987
09/09/2021,desc 988,ARS,643,Gasto,Verdadero,Transporte,sube,nota 988
24/02/2021,desc 989,ARS,436,Ingreso,Falso,Viajes,Vacaciones 2022; gente del trabajo,nota 989
14/04/2020,desc 990,USD,722,Gasto,,Recreación,,nota 990
04/02/2020,desc 991,ARS,840,Gasto,Verdadero,Deporte,,nota 991
15/10/2022,desc 992,ARS,288,Gasto,Falso,Vivienda,reparaciones,nota 992
11/01/2021,desc 993,ARS,498,Gasto,,Belleza,peluquero; manicura,nota 993
19/11/2020,desc 994,ARS,484,Gasto,Verdadero,Educación,universidad; postgrado,nota 994
14/06/2021,desc 995,USD,29,Gasto,Falso,Vehículo,mecanico,nota 995
25/03/2021,desc 996,ARS,46,Ingreso,Falso,Transporte,sube,nota 996
01/08/2021,desc 997,ARS,261,Gasto,Verdadero,Viajes,Vacaciones 2022; gente del trabajo,nota 997
02/07/2020,desc 998,ARS,631,Gasto,Falso,Recreación,,nota 998
27/06/2022,desc 999,ARS,64,Gasto,Verdadero,Deporte,,nota 999
